Producers,Headquarters,Value chain,Website,Species,Production process,Industry (Applications),Industry subsector tags,Investors,Association focus,Founding year,Start-up/scale-up?,Total disclosed investments since 2020,Development stage
Pacific Bio / RegenAqua,Australia,"Farming & harvesting,Applications",https://www.pacificbio.com.au/,,"Onshore,Aquaculture","Bioremediation / wastewater treatment,Plant & soil nutrition",,"Dragonfly Enviro Capital,Tiverton Agricultural Impact Fund",,2006,checked,"$3,200,000",Scale-up / Industrialisation
Pacific Harvest,New Zealand,Distribution,https://pacificharvest.co/,,,,,,,,,$0,
Pacific Kelp Co,USA,"Farming & harvesting,Applications",https://www.pacifickelp.co/,Macrocystis tenuifolia,Nearshore,Plant & soil nutrition,,,,2023,checked,$0,Research / product development
Pacific Northwest Organics,USA,Applications,https://pnworganics.com/,,,Plant & soil nutrition,,,,,,$0,
Pacific Sea Farms,USA,Farming & harvesting,https://www.pacificseafarms.com/,,,,,,,,,$0,
Pacific Seaweed Chile SpA,Chile,"Applications,Farming & harvesting",https://www.pasechile.com/,"Macrocystis sp.,Durvillaea antarctica,Lessonia trabeculata,Lessonia nigrescens",Wild harvesting,"Feed,Plant & soil nutrition",,,,,,$0,
Pacific Seaweed Industry Association,Canada,Multi-stakeholder platform,https://seaweedindustry.ca/,,,,,,Producers association,,,$0,
Pacific Seaweed Industry Association,Canada,Multi-stakeholder platform,https://seaweedindustry.ca/,,,,,,"Growing the industry,Producers association",,,$0,
Pakistan Seaweed,Pakistan,"Farming & harvesting,Applications",https://pakistanseaweed.com/,,Aquaculture,Feed,Livestock methane reduction,,,2024,,$0,
Pakucha,Peru,Applications,https://www.facebook.com/p/Pakucha-reposter%C3%ADa-100089805024285/,,,Food,,,,,,$0,
Panama Sea Farms,Panama,Farming & harvesting,,Kappaphycus alvarezii,Nearshore,,,,,,,$0,
Pappati La Vita,Italy,Distribution,https://www.pappatilavita.it/,,,,,,,,,$0,
Patagonia Biotecnología (Fertum),Chile,"Applications,Farming & harvesting",https://www.patbio.com/,"Macrocystis pyrifera,Ulva lactuca,Durvillaea antarctica,Porphyra columbina",Wild harvesting,Plant & soil nutrition,,SICIT Group,,2016,checked,$0,Validation / Traction
Pelagic Rear,India,Farming & harvesting,https://www.linkedin.com/feed/update/urn:li:activity:7284645826327425024/,Kappaphycus alvarezii,"Aquaculture,Nearshore",,,,,2023,,$0,
Penmayn,UK,Farming & harvesting,https://www.penmayn.eco/,,Nearshore,,,,,2019,checked,$0,Research / product development
Penn Ar Bed,France,"Farming & harvesting,Applications",https://biotechnologies-marines.com/,"Laminaria digitata,Palmaria palmata",Wild harvesting,Plant & soil nutrition,,,,,,$0,
Pep Tech Bio,India,Applications,https://www.peptechbio.com/products/seaweed-extract-ascophyllum-nodosum/,Ascophyllum nodosum,,Plant & soil nutrition,,,,2000,checked,$0,Mature / Public
PERSAI Vert,Senegal,Multi-stakeholder platform,https://persaivert.org/projet-valorisation-des-algues-senegal/,,,,,,"Growing the industry,Improving farmers' lives",,,$0,
Petani Rumput Laut,Indonesia,Applications,http://www.agarsarijaya.com/,Gracilaria sp.,Aquaculture,Hydrocolloids,Agar,,,,,$0,
PharmerSea,USA,"Farming & harvesting,Applications,Consulting",https://www.pharmersea.com/,,Aquaculture,Personal care,,,,2015,,$0,
Phee,Greece,Applications,https://phee.gr/,Posidonia oceanica,,Construction,,,,2017,checked,$0,Validation / Traction
Phoenix Mas,Indonesia,Applications,https://www.daftarperusahaan.com/bisnis/phoenix-mas-persada-pt,,Aquaculture,"Hydrocolloids,Food","Carrageenan,Snacks and seasoning",,,1993,,$0,
Phuc Huy Seaweed Co,Vietnam,Farming & harvesting,https://www.linkedin.com/company/phuc-huy-seaweed-co-ltd,"Gracilaria sp.,Ulva sp.,Kappaphycus alvarezii,Eucheuma denticulatum",Aquaculture,,,,,,,$0,
PhyCo,Canada,Applications,https://www.phyco.ca/,,,Bioplastics / biomaterials,,"Ocean Startup Challenge,Blue Bio Value",,2022,checked,$0,Research / product development
Phycolabs,Brazil,Applications,https://www.phycolabs.com/,,,Textiles,,Sustainable Ocean Alliance,,2021,checked,$0,Research / product development
Phycosem ,Spain,"Infrastructure & equipment,Breeding & propagation,Consulting",https://www.phycosem.com/en/,"Saccharina latissima,Ulva sp.","Aquaculture,Onshore",,,,,,,$0,
Phycospora,India,Breeding & propagation,https://www.linkedin.com/in/selvakumar-%E0%AE%9A%E0%AF%86%E0%AE%B4%E0%AE%BF%E0%AE%B2%E0%AF%8D-6b835980,,,,,,,2013,,$0,
phykology,South Korea,Applications,https://bemusedkorea.com/collections/phykology,,,Personal care,,,,,,$0,
Phykos (failed),USA,"Farming & harvesting,Applications",,,Aquaculture,Carbon sequestration,,Y Combinator,,2020,checked,"$125,000",Failed / Zombie
Phytomer,France,Applications,https://www.phytomer.fr/en/,,,Personal care,,,,1972,checked,$0,Mature / Public
Phywon,Malaysia,Applications,https://www.phywon.com/,,,Hydrocolloids,"Carrageenan,Alginate",,,,,$0,
Pinnacle Biosciences,India,Applications,https://www.pinnaclebiosciences.com,,,"Plant & soil nutrition,Feed,Food",,,,2012,checked,$0,Validation / Traction
Pit Seal,Ireland,Applications,https://www.pit-seal.com/,,,Bioplastics / biomaterials,,AgTechUCD,,2021,checked,$0,Pilot / Demonstration
Placencia Fishermen Cooperative,Belize,Farming & harvesting,,Eucheuma isiforme,Aquaculture,,,,,,,$0,
Planet Botanicals,USA,Applications,https://www.planetbotanicals.com/,,,Personal care,,,,,,$0,
Plant Ecology Beyond Land (Pebl),UK,"Breeding & propagation,Infrastructure & equipment",https://www.plantsbeyondland.com/,"Saccharina latissima,Alaria esculenta,Palmaria palmata",Aquaculture,,,Bright Tide Ocean/Blue Carbon Accelerator,,,,$0,
Planted Seeds,USA,Applications,https://www.getplantedseeds.com/,,,Nutraceuticals,,,,,,$0,
Plantin,France,Applications,https://www.fertilizers-plantin.com/,,,Plant & soil nutrition,,,,,,$0,
Plantsea,UK,Applications,https://plantsea.co.uk/,,,Bioplastics / biomaterials,,"SFC Capital,Sustainable Ventures",,2020,checked,"$1,100,000",Pilot / Demonstration
Plastic-i,UK,Monitoring tech & software,https://www.plastic-i.com/,,,,,,,,,$0,
Plymag,Spain,Applications,https://www.plymag.com/,Ascophyllum nodosum,,Plant & soil nutrition,,,,,,$0,
Polar Algae,Norway,Farming & harvesting,https://www.polaralgae.no/,Ascophyllum nodosum,Wild harvesting,Plant & soil nutrition,,"Pro Barents,Arctic Ocean Garden,Hammerfest Næringsinvest,NorSea Polarbase,SAMCA Group",,2016,checked,$0,Scale-up / Industrialisation
Polygal,Switzerland,Applications,https://polygal.ch/,,,Hydrocolloids,Alginate,,,,,$0,
Polymara,USA,Applications,https://www.polymara.com/,,,Bioplastics / biomaterials,,,,2022,checked,$0,Research / product development
Por el Mar,Argentina,Conservation & restoration,https://porelmar.org/,,,,,,,2022,,$0,
Porto-Muiños,Spain,Farming & harvesting,https://www.portomuinos.com/,"Chondrus crispus,Codium sp.,Gigartina pistillata,Himanthalia elongata,Laminaria ochroleuca,Mastocarpus stellatus,Porphyra sp.,Saccharina latissima,Ulva sp.,Undaria sp.",Wild harvesting,,,,,1998,,$0,
Poseidona,Spain,Applications,https://poseidona.eu/,Rugulopteryx okamurae,,Food,Protein,"Faber,Dozen Investments,ProVeg International,Sprout & About,WA4STEAM",,2023,checked,"$1,190,000",Research / product development
PP Group (Parlevliet & Van Der Plas),Netherlands,Processing,https://pp-group.nl/,,,,Whole-plant,,,,,$0,Mature / Public
Premium Seas,New Zealand,"Farming & harvesting,Applications",https://www.premiumseas.co.nz/ ,"Ecklonia radiata,Cladosiphon okamuranus,Undaria Pinnatifida","Aquaculture,Wild harvesting","Hydrocolloids,Nutraceuticals,Plant & soil nutrition,Food","Carrageenan,Fucoidans",,,2020,checked,$0,Validation / Traction
Primary Ocean Producers,USA,Applications,http://www.primaryocean.com/,Macrocystis sp.,,Plant & soil nutrition,,"For Good Ventures,ARPA-E",,2017,checked,$0,Validation / Traction
Primasea (Fertimar/Growmax),Brazil,"Farming & harvesting,Applications",https://primasea.com/,Lithothamnium sp.,Wild harvesting,"Plant & soil nutrition,Feed",,,,2014,checked,$0,Acquired / Merged
Pristine Coasts,Ireland,Lab analysis,https://pristinecoasts.com/,,,,,,,,,$0,
Proagar,Chile,Applications,,,,Hydrocolloids,Agar,,,,,$0,
Prodotti Arca,Italy,Applications,https://www.prodottiarca.it/algae/,,,Feed,Livestock feed,,,,,$0,
Prospersea,Brazil,"Farming & harvesting,Applications,Processing",https://www.prospersea.com/,Kappaphycus alvarezii,Aquaculture,Plant & soil nutrition,Extraction,,,2020,checked,$0,Pilot / Demonstration
Provectus Algae,Australia,"Farming & harvesting,Applications",https://provectusalgae.com/,Asparagopsis sp.,"Aquaculture,Onshore",Feed,Livestock methane reduction,,,2017,checked,$0,Pilot / Demonstration
PSW Peruvian Seaweeds,Peru,"Farming & harvesting,Applications",https://www.pswsa.com/,,Wild harvesting,"Feed,Plant & soil nutrition,Nutraceuticals",,,,2000,,$0,
PT Asia Sejahtera Mina Tbk,Indonesia,Farming & harvesting,http://asiamina.com/,"Kappaphycus alvarezii,Eucheuma denticulatum,Gracilaria sp.","Aquaculture,Nearshore,Onshore",,,,,2008,checked,$0,Mature / Public
PT Semesta Karunia Nusantara,Indonesia,Farming & harvesting,,,,,,,,,,$0,
Puget Sound Restoration Fund,Canada,Conservation & restoration,https://restorationfund.org/programs/bullkelp/,,,,,,,,,$0,
Pull to refresh,USA,"Farming & harvesting,Applications",https://pulltorefresh.earth/,,"Aquaculture,Offshore",Carbon sequestration,,,,2021,checked,$0,Research / product development
"Puning Huixiang Seaweed Industry Co., Ltd",China,Applications,http://www.shiyongjiao.cn/space410/,Kappaphycus alvarezii,,Hydrocolloids,"Carrageenan,Agar",,,1991,,$0,
PuntaMar,Chile,Farming & harvesting,https://www.puntamar.cl/,"Lessonia trabeculata,Lessonia nigrescens,Macrocystis pyrifera,Durvillaea antarctica,Gracilaria chilensis",Wild harvesting,,,,,2020,,$0,
Pura Bioglitter (failed),Brazil,Applications,,,,Bioplastics / biomaterials,,Blue Bio Value,,2016,checked,$0,Failed / Zombie
Pure Algae,Denmark,Infrastructure & equipment,https://www.purealgae.dk/,,"Aquaculture,Onshore",,,"Blue Bio Value,Angel investors (various)",,2018,checked,"$925,000",Validation / Traction
Pure Ocean Algae,Ireland,"Farming & harvesting,Applications,Breeding & propagation,Processing",https://www.pureoceanalgae.ie/,Palmaria palmata,"Aquaculture,Onshore,Nearshore",Food,Biorefinery,"The Yield Lab,Enterprise Ireland,Carbery Group,Sea Ahead",,2019,checked,"$1,500,000",Validation / Traction
Purify Co,Australia,Applications,https://purifyco.com.au/,,,Personal care,,,,2020,checked,$0,Validation / Traction
Pursea,Norway,Farming & harvesting,https://pursea.no/en/,,Aquaculture,,,,,2019,checked,$0,Pilot / Demonstration
Pushpa J. Shah / Agri Biochem Research Lab,India,"Applications,Farming & harvesting",https://www.pushpajshah.com/,"Ascophyllum nodosum,Kappaphycus alvarezii",Aquaculture,Plant & soil nutrition,,,,2001,checked,$0,Mature / Public
"Putian City Chengxiang Zone Jingyi Seaweed Co., Ltd",China,Applications,http://www.jingyi-agar.com/,,,Hydrocolloids,Agar,,,1995,,$0,
"Qingdao Blue Treasure Seaweed Biotech Co, LTD",China,"Applications,Farming & harvesting",https://www.bluealga.com/,"Sargassum sp.,Ascophyllum nodosum",,Plant & soil nutrition,,,,2010,,$0,
Qingdao Brightmoon Seaweed Group,China,"Farming & harvesting,Applications",http://www.bmsg.com/en,,,"Hydrocolloids,Plant & soil nutrition",Alginate,,,1968,,$0,
"Qingdao BZ Oligo Biotech Co., Ltd.",China,Applications,https://680067.en.made-in-china.com/,,,Chemicals,Oligosaccharides,,,,,$0,
Qingdao Dehui Halobios Science and Technology Co.,China,Applications,http://www.dehuiyuanyang.com/,,,Hydrocolloids,"Agar,Carrageenan",,,,,$0,
Qingdao Fengrun Seaweed Co.,China,"Farming & harvesting,Applications",http://www.fengrunseaweed.com/,,,Hydrocolloids,Alginate,,,,,$0,
Qingdao Gather Great Ocean Algae Industry Group Co. (Judayang),China,"Farming & harvesting,Applications",https://en.judayang.com/,,,"Hydrocolloids,Plant & soil nutrition,Food","Alginate,Carrageenan",,,2000,,$0,
"Qingdao Gfuri Seaweed Industrial Co., Ltd.",China,Applications,http://www.gfuri.com/,,,"Plant & soil nutrition,Hydrocolloids",Alginate,,,2001,,$0,
Qingdao Haifen Marine Biotechnology Co,China,Applications,https://discovery.patsnap.com/company/qingdao-haifen-marine-biotechnology/,,,Personal care,,,,2010,,$0,
"Qingdao Haijingling Seaweed Biotechnology Group Co.,Ltd",China,"Farming & harvesting,Applications",https://www.jlfert.com/,,,Plant & soil nutrition,,,,2006,,$0,
"Qingdao Haizhilin Biology Technology Development Co., Ltd",China,Farming & harvesting,http://hyzlin.foodmate.net/,,,Hydrocolloids,Alginate,,,,,$0,
"Qingdao Hehai Biotech Co., Ltd",China,Applications,https://www.marine-oligo.com/,,,Chemicals,Oligosaccharides,,,,,$0,
"Qingdao Hisea Chem Co., Ltd",China,Applications,https://www.hiseachem.com/Seaweed-fertilizer-id3483978.html,,,Plant & soil nutrition,,,,1996,,$0,
"Qingdao Hongxin Seaweed Co., Ltd",China,Applications,http://www.hongxinalgin.com/,,,"Plant & soil nutrition,Hydrocolloids",Alginate,,,2006,,$0,
"Qingdao Jiashidi Seaweed Co., Ltd",China,Applications,https://www.jsdseaweed.com/,,,Hydrocolloids,Alginate,,,2002,,$0,
Qingdao Jiulong Seaweed Industry Company,China,Applications,http://www.jiulonghezao.com/en/about.html,,,Hydrocolloids,Alginate,,,1988,,$0,
"Qingdao Jiyuan Seaweed Co., Ltd",China,Applications,http://en.qyk.sjfzxm.com/en/com/201412/13/628137.htm,,,"Plant & soil nutrition,Feed,Hydrocolloids",Alginate,,,1999,,$0,
Qingdao Libangda Marine Technology Co,China,"Applications,Farming & harvesting",http://en.libangda.com/,Gracilaria sp.,Aquaculture,Hydrocolloids,Agar,,,1996,,$0,
"Qingdao Liyang Seaweed Industrial Co., Ltd",China,Applications,http://www.alginategum.com,,,"Plant & soil nutrition,Food",Alginate,,,,,$0,
"Qingdao Lunda Seaweed Co., Ltd",China,Applications,https://www.listofcompaniesin.com/Qingdao_Lunda_Seaweed_Co_Ltd_Company_2052957.html,,,Hydrocolloids,Alginate,,,2007,,$0,
"Qingdao Nanshan Seaweed Co., Ltd",China,Applications,,,,Hydrocolloids,Alginate,,,2003,,$0,
Qingdao New Moon Blue Ocean Bio-tech,China,Applications,https://nmblueocean.com/,,,Plant & soil nutrition,,,,,,$0,
"Qingdao Richstar Seaweed Industrial Co., Ltd",China,Applications,https://www.exporthub.com/qingdao-richstar-seaweed-industrial-co-ltd-679531/,,,Hydrocolloids,Alginate,,,,,$0,
"Qingdao Rongde Seaweed Co, Ltd",China,Applications,http://www.rongdecn.com/,,,"Hydrocolloids,Plant & soil nutrition",Alginate,,,,,$0,
Qingdao Sea Exquisite Group,China,"Applications,Farming & harvesting",www.hllhzf.com,Ascophyllum nodosum,,Plant & soil nutrition,,,,2016,,$0,
"Qingdao Sea Grape Organic Green Algae Research and Development Co., Ltd.",China,"Farming & harvesting,Applications",http://www.qdhaiputao.edcn.net/introduce/,Caulerpa lentillifera,,Food,,,,2000,,$0,
Qingdao Seawin Biotech Group,China,"Applications,Farming & harvesting",https://www.coub.cn/,"Laminaria sp.,Ulva intestinalis","Aquaculture,Wild harvesting","Food,Plant & soil nutrition,HABs,Nutraceuticals",,,,2000,,$0,
"Qingdao Shuangcheng Seaweed Co.,",China,"Farming & harvesting,Applications",http://www.shchseaweed.com/,,,Hydrocolloids,Alginate,,,,,$0,
"Qingdao Sinta Biotechnology Co., Ltd",China,"Applications,Farming & harvesting",http://www.sintabio.com/,,,Plant & soil nutrition,,,,2016,,$0,
Qingdao Textile Group,China,"Farming & harvesting,Applications",https://www.linkedin.com/company/sinowell-textile/,,,Textiles,,,,,,$0,
Qingdao Vast Biotechnology Co.,China,Applications,http://www.vastsw.com/,,,Plant & soil nutrition,,,,,,$0,
"Qingdao Waves Algal Biological Technology Co., Ltd",China,Applications,http://www.julangfert.com/,,,"Plant & soil nutrition,Hydrocolloids",Alginate,,,2010,,$0,
"Qingdao Yuguang Seaweed Co., Ltd",China,Farming & harvesting,https://m.liepin.com/company/gs11379937/,,Aquaculture,Hydrocolloids,Alginate,,,2001,,$0,
"Qingdao Yulong Algae Co., Ltd",China,"Applications,Farming & harvesting",http://www.yl-algae.com/,,Aquaculture,"Pharmaceuticals,Nutraceuticals",Alginate,,,1991,,$0,
"Qingdao Zefeng Seaweed Chemical Co., Ltd",China,Applications,http://www.chinazefeng.com/,,,Hydrocolloids,"Alginate,Carrageenan",,,2014,,$0,
Quality Sea Veg,Ireland,Farming & harvesting,https://qualityseaveg.ie/,"Alaria esculenta,Chondrus crispus,Fucus serratus,Himanthalia elongata,Laminaria digitata,Palmaria palmata,Porphyra sp.,Saccharina latissima,Ulva intestinalis",Wild harvesting,Food,,,,,,$0,
Quality Seaweeds,New Zealand,Farming & harvesting,https://www.qualityseaweeds.co.nz/,,Wild harvesting,Plant & soil nutrition,,,,,,$0,
"Quanzhou Quangang Keshan Seaweed Co., Ltd",China,"Applications,Farming & harvesting",http://www.qzkshz.cn/,"Ulva intestinalis,Gracilaria sp.",,Feed,Aquafeed,,,2002,,$0,
Quelp,Chile,Applications,https://quelp.cl/,Durvillaea antarctica,,"Food,Bioplastics / biomaterials",Meat substitute,Blue Bio Value,,2016,checked,$0,Pilot / Demonstration
Rækt,Iceland,Multi-stakeholder platform,https://raekt.is/,,,,,,Research platform,,,$0,
Rahmat Bahari,Indonesia,Farming & harvesting,http://www.rahmatbahari.com/,"Kappaphycus alvarezii,Sargassum sp.,Eucheuma denticulatum",Aquaculture,,,,,2000,,$0,
Raw Kelp,South Africa,"Farming & harvesting,Applications",https://rawkelp.co.za/,Ecklonia maxima,Wild harvesting,Plant & soil nutrition,,,,,,$0,
Razindo Global Nusantara,Indonesia,Farming & harvesting,https://www.linkedin.com/company/razindoglobal/,"Ulva lactuca,Kappaphycus alvarezii,Sargassum sp.,Gracilaria sp.",,,,,,2021,,$0,
Red Diamond Compost,Barbados,Applications,https://reddiamondcompost.com/,Sargassum sp.,,Plant & soil nutrition,,,,,,$0,
Redox Organic,Fiji,Applications,https://www.facebook.com/organicfertilizerfiji/,,,Plant & soil nutrition,,,,2018,,$0,
Reef Check,USA,Conservation & restoration,https://www.reefcheck.org/,,,,,,,,,$0,
Reef Doctor,Madagascar,Multi-stakeholder platform,https://www.reefdoctor.org/projects/sustainable-livelihoods/aquaculture/seaweed-aquaculture/,,,,,,Improving farmers' lives,,,$0,
Reef Power Maui,USA,Farming & harvesting,https://www.reefpowermaui.com/home,,Aquaculture,Bioremediation / wastewater treatment,,,,2018,,$0,
Refasha Zanzibar,Tanzania,Applications,https://refashazanzibar.com/,,,Personal care,,Oceanhub Africa,,2024,checked,$0,Pilot / Demonstration
Renovare,Mexico,"Farming & harvesting,Applications",https://renovaremx.com/,Sargassum sp.,Wild harvesting,"Textiles,Bioplastics / biomaterials,HABs",,,,2016,checked,$0,Validation / Traction
Resea Energy,Iceland,Applications,https://www.f6s.com/company/resea-energy#about,,,Energy,Biofuel,Klak - Hringiða,,2023,checked,$0,Research / product development
ReShore (failed),Netherlands,Infrastructure & equipment,,,,,Coastal defense,StartHub Wageningen,,2020,checked,$0,Failed / Zombie
Retechflow,Japan,Infrastructure & equipment,http://www.retechflow.com/,,"Aquaculture,Onshore",,,,,2018,,$0,
Revolution Seaweed,Venezuela,Farming & harvesting,https://www.linkedin.com/in/kimberly-ayala-jim%C3%A9nez-844a831aa/,"Kappaphycus alvarezii,Eucheuma isiforme",Aquaculture,,,,,,,$0,
Rhodomaxx,Malaysia,"Applications,Farming & harvesting",https://rhodomaxx.com/,Kappaphycus alvarezii,Aquaculture,"Plant & soil nutrition,Bioplastics / biomaterials,Feed",,,,2019,checked,$0,Validation / Traction
Rí Na Mara,Ireland,"Farming & harvesting,Applications",https://rinamara.com/,"Ascophyllum nodosum,Chondrus crispus,Fucus serratus,Fucus vesiculosus,Laminaria digitata",Wild harvesting,Personal care,,,,,,$0,
